Lesson Number,Lesson Title,Chapter Title,Module Title,Description,Resource Number,Key Concept,Concept Definition,Resource Title,Resource Description,Resource Link,Resource Source,Resource ID
8.1.3,,,,,2,,,Scaling Up Renewables in Landlocked Developing Countries,,https://www.irena.org/Publications/2022/Sep/Scaling-up-renewables-in-landlocked-developing-countries,IRENA,8132
8.1.3,,,,,3,,,The Value of Urgent Action on Energy Efficiency,,https://www.carbontrust.com/en-eu/news-and-insights/insights/coal-transition-and-the-need-for-a-system-wide-approach,IEA,8133
8.2.1,Policy and Market Mechanisms for Innovation,Chapter 2: Creating an Enabling Environment for an Innovation-Driven Energy Transition,,"Evaluates the impact of carbon pricing, emissions trading schemes, and government incentives on accelerating clean energy innovation. It details how market reforms and supportive policies drive investments in emerging energy technologies.",1,,,Renewable Energy Market Update June 2023,,https://www.iea.org/reports/renewable-energy-market-update-june-2023,IEA,8211
8.2.1,,,,,2,,,Potential Limitations of Marginal Pricing for a Power System Based on Renewables,,https://www.irena.org/Technical-Papers/Potential-Limitations-of-Marginal-Pricing-for-a-Power-System-Based-on-Renewables,IRENA,8212
8.2.1,,,,,3,,,Off-Grid Solar Market Trends Report 2022,,https://www.esmap.org/Off-Grid_Solar_Market_Trends_Report_2022,ESMAP,8213
8.2.2,The Role of Emerging Sectors in Future Energy Systems,,,"Highlights how decentralized energy resources, electric vehicle integration, and niche technologies are reshaping future energy systems. The lesson explores community-based energy models, EV charging innovations, and emerging trends in battery technology and energy decentralization.",1,,,Decarbonising End-Use Sectors: Insights and Trends 2023,,https://www.irena.org/publications/2021/May/Decarbonising-end-use-sectors-green-hydrogen,IRENA,8221
8.2.2,,,,,2,,,Explainer: How AI Helps Combat Climate Change,,https://news.un.org/en/story/2023/11/1143187,UN,8222
8.2.2,,,,,3,,,The Potential of Hydrogen-based Solutions to Realize a Net-Zero Future Explored at 2021 UNDP Hydrogen Industry Conference,,"https://www.undp.org/china/press-releases/potential-hydrogen-based-solutions-realize-net-zero-future-explored-2021-undp-hydrogen-industry-conference#:~:text=UNDP's%20focus%20will%20be%20on,towards%20a%20net%2Dzero%20pathway.",UNDP,8223
8.2.3,Intersectionality as a Framework for Innovation in Energy,,,"Investigates how incorporating diverse perspectives—considering gender, socioeconomic status, and geography—can lead to more inclusive energy solutions. It discusses how intersectional approaches foster equitable policies and innovation in energy systems.",1,,,Independent Evaluation of Green Climate Fund's Energy Sector Portfolio and Approach,,https://www.unido.org/fileadmin/user_media_upgrade/What_we_do/Topics/Energy_access/UNIDO_ENERGY_Branch_2015.pdf,UN Women,8231
8.2.3,,,,,2,,,"The impact of clean energy consumption, green innovation, and technological diffusion on environmental sustainability: New evidence from load capacity curve hypothesis for 10 European Union countries",,https://onlinelibrary.wiley.com/doi/abs/10.1002/sd.2794,Wiley,8232
8.2.3,,,,,3,,,Trade and Development Report Update 2024,,https://openknowledge.worldbank.org/entities/publication/4020f27e-341c-4883-a3ad-b603fc82cb48,UNEP,8233
8.2.4,Critical Transformations for the Energy Transition,,,"Addresses the need for infrastructure modernization, resilient supply chains, and circular economy practices in the energy sector. The lesson emphasizes upgrading grid systems, diversifying supply sources, and promoting sustainable resource use as key transformation drivers.",1,,,Critical Materials for the Energy Transition: Lithium,,https://www.irena.org/Technical-Papers/Critical-Materials-For-The-Energy-Transition-Lithium,IEA,8241
8.2.4,,,,,2,,,Power Sector Implementation of a Country Coal-to-Clean Transition,,https://rmi.org/insight/power-sector-implementation-of-a-country-coal-to-clean-transition/,RMI,8242
8.2.4,,,,,3,,,Global Energy Transformation Guide: Market Structures,,https://rmi.org/insight/global-energy-transformation-guide-market-structures/,RMI,8243
8.3.1,Actionable Steps Toward a Sustainable Energy Future,Chapter 3: Action,,"Presents practical policy recommendations, industry strategies, and community initiatives aimed at accelerating the clean energy transition. It offers a roadmap for aligning national policies, addressing financing gaps, and enhancing public engagement for a sustainable future.",1,,,ECA and Partners Train Experts on Energy Modelling Tools for Efficient Energy Systems,,"https://www.ren21.net/gsr-2024/#:~:text=RENEWABLES%20GLOBAL%20STATUS%20REPORT%202024%20COLLECTION&text=In%20addition%20to%20providing%20a,%2C%20industry%2C%20transport%20and%20agriculture.",IRENA,8311
